date,district,disease,cases,hospitalizations,tests_conducted,positive_rate,temperature,humidity,rainfall_mm,population,population_density
2026-03-24,Jalandhar,COVID-19,101,10,263,38.4,32.8,85.8,6.0,2181000,888.6
2026-03-25,Jalandhar,COVID-19,107,18,506,21.15,30.0,84.4,1.9,2181000,2434.7
2026-03-26,Jalandhar,COVID-19,121,29,325,37.23,32.7,86.6,9.6,2181000,1954.3
2026-03-27,Jalandhar,COVID-19,108,22,466,23.18,32.3,82.2,10.8,2181000,772.4
2026-03-28,Jalandhar,COVID-19,199,37,648,30.71,28.3,75.9,1.6,2181000,1918.9
2026-03-29,Jalandhar,COVID-19,205,25,665,30.83,35.4,77.3,4.8,2181000,862.1
2026-03-30,Jalandhar,COVID-19,181,39,407,44.47,34.8,75.0,0.1,2181000,1115.7
2026-03-31,Jalandhar,COVID-19,214,44,690,31.01,30.0,100.0,8.0,2181000,996.0
2026-04-01,Jalandhar,COVID-19,201,25,948,21.2,27.6,87.1,6.7,2181000,2376.8
2026-04-02,Jalandhar,COVID-19,213,49,955,22.3,28.8,73.3,2.1,2181000,976.0
2026-04-03,Jalandhar,COVID-19,247,50,914,27.02,32.4,77.9,5.0,2181000,1041.8
2026-04-04,Jalandhar,COVID-19,188,38,913,20.59,29.8,68.0,4.3,2181000,747.2
2026-04-05,Jalandhar,COVID-19,178,19,508,35.04,34.8,83.4,6.7,2181000,960.6
2026-04-06,Jalandhar,COVID-19,231,25,513,45.03,29.9,77.2,3.5,2181000,1610.9
2026-04-07,Jalandhar,COVID-19,179,22,622,28.78,31.4,74.5,8.1,2181000,942.7
2026-04-08,Jalandhar,COVID-19,188,20,407,46.19,32.4,85.8,8.1,2181000,1660.7
2026-04-09,Jalandhar,COVID-19,142,27,389,36.5,27.3,81.0,4.5,2181000,1492.3
2026-04-10,Jalandhar,COVID-19,184,28,518,35.52,31.0,77.8,8.3,2181000,1212.1
2026-04-11,Jalandhar,COVID-19,131,15,604,21.69,29.3,83.7,4.0,2181000,2563.1
2026-04-12,Jalandhar,COVID-19,153,36,752,20.35,27.6,73.9,5.6,2181000,1151.8
2026-04-13,Jalandhar,COVID-19,110,11,236,46.61,28.0,73.5,7.2,2181000,1020.2
2026-04-14,Jalandhar,COVID-19,107,19,247,43.32,32.0,82.3,8.5,2181000,854.1
2026-04-15,Jalandhar,COVID-19,92,18,349,26.36,28.5,63.9,7.7,2181000,1783.7
2026-04-16,Jalandhar,COVID-19,106,22,351,30.2,27.5,69.8,3.7,2181000,863.2
2026-04-17,Jalandhar,COVID-19,94,15,252,37.3,29.4,80.6,6.5,2181000,2286.0
2026-04-18,Jalandhar,COVID-19,84,18,361,23.27,29.1,75.6,2.4,2181000,1536.3
2026-04-19,Jalandhar,COVID-19,75,10,268,27.99,26.4,70.3,6.4,2181000,1660.2
2026-04-20,Jalandhar,COVID-19,64,14,191,33.51,27.4,81.1,3.7,2181000,1233.4
2026-04-21,Jalandhar,COVID-19,53,9,239,22.18,26.8,75.7,5.2,2181000,806.4
2026-04-22,Jalandhar,COVID-19,28,4,83,33.73,29.5,74.8,0.0,2181000,1290.2
2026-04-23,Jalandhar,COVID-19,20,3,90,22.22,28.5,80.4,2.0,2181000,2535.9
2026-04-24,Jalandhar,COVID-19,26,3,119,21.85,28.2,73.2,1.1,2181000,788.4
2026-04-25,Jalandhar,COVID-19,25,5,88,28.41,26.5,66.1,6.3,2181000,777.4
2026-04-26,Jalandhar,COVID-19,29,6,65,44.62,25.5,71.3,5.8,2181000,821.1
2026-04-27,Jalandhar,COVID-19,21,4,65,32.31,29.1,66.9,5.1,2181000,1712.1
2026-04-28,Jalandhar,COVID-19,20,2,96,20.83,29.5,73.8,1.3,2181000,1371.3
2026-04-29,Jalandhar,COVID-19,23,4,72,31.94,25.3,74.8,4.8,2181000,785.4
2026-04-30,Jalandhar,COVID-19,21,3,80,26.25,25.0,67.7,5.7,2181000,1703.1
2026-05-01,Jalandhar,COVID-19,21,3,89,23.6,28.9,75.8,8.1,2181000,2494.8
2026-05-02,Jalandhar,COVID-19,22,5,81,27.16,27.2,72.3,2.5,2181000,1324.0
2026-05-03,Jalandhar,COVID-19,19,3,91,20.88,22.5,73.0,0.7,2181000,812.4
2026-05-04,Jalandhar,COVID-19,20,4,58,34.48,28.5,70.7,0.0,2181000,1442.3
2026-05-05,Jalandhar,COVID-19,21,3,91,23.08,25.5,71.2,1.9,2181000,1235.6
2026-05-06,Jalandhar,COVID-19,23,3,102,22.55,29.0,60.8,7.7,2181000,1066.5
2025-11-08,Jalandhar,Chikungunya,18,3,75,24.0,26.0,44.8,0.0,2181000,1300.8
2025-11-09,Jalandhar,Chikungunya,19,4,50,38.0,25.0,49.8,0.0,2181000,753.1
2025-11-10,Jalandhar,Chikungunya,16,2,63,25.4,24.1,53.7,0.0,2181000,1429.0
2025-11-11,Jalandhar,Chikungunya,19,4,45,42.22,23.1,54.8,0.0,2181000,1366.2
2025-11-12,Jalandhar,Chikungunya,11,2,28,39.29,20.9,45.6,0.0,2181000,875.5
2025-11-13,Jalandhar,Chikungunya,17,2,78,21.79,21.5,58.2,0.0,2181000,2167.2
2025-11-14,Jalandhar,Chikungunya,11,1,34,32.35,23.4,58.0,0.0,2181000,1475.3
2025-11-15,Jalandhar,Chikungunya,15,3,65,23.08,26.4,64.3,0.0,2181000,1716.9
2025-11-16,Jalandhar,Chikungunya,17,1,76,22.37,24.6,48.6,0.0,2181000,2475.4
2025-11-17,Jalandhar,Chikungunya,17,2,50,34.0,27.1,52.1,0.0,2181000,796.2
2025-11-18,Jalandhar,Chikungunya,16,3,63,25.4,24.1,58.2,0.0,2181000,904.4
2025-11-19,Jalandhar,Chikungunya,15,2,56,26.79,27.1,51.3,0.0,2181000,821.5
2025-11-20,Jalandhar,Chikungunya,15,2,35,42.86,28.9,50.5,0.0,2181000,1330.4
2025-11-21,Jalandhar,Chikungunya,16,3,76,21.05,26.6,53.1,0.0,2181000,814.2
2025-11-22,Jalandhar,Chikungunya,14,2,65,21.54,28.7,57.8,0.0,2181000,936.1
2025-11-23,Jalandhar,Chikungunya,18,2,37,48.65,27.2,51.3,0.0,2181000,1120.3
2025-11-24,Jalandhar,Chikungunya,18,4,44,40.91,23.9,53.8,0.0,2181000,938.7
2025-11-25,Jalandhar,Chikungunya,17,2,67,25.37,28.0,57.1,0.3,2181000,776.8
2025-11-26,Jalandhar,Chikungunya,15,2,61,24.59,24.4,57.3,0.0,2181000,1828.2
2025-11-27,Jalandhar,Chikungunya,15,3,70,21.43,27.7,51.9,3.3,2181000,1519.1
2025-11-28,Jalandhar,Chikungunya,22,4,106,20.75,23.9,59.0,0.0,2181000,1621.2
2025-11-29,Jalandhar,Chikungunya,21,5,87,24.14,27.1,54.0,0.0,2181000,1356.2
2025-11-30,Jalandhar,Chikungunya,17,2,48,35.42,29.3,51.8,0.0,2181000,1041.1
2025-12-01,Jalandhar,Chikungunya,16,2,56,28.57,29.2,52.1,0.0,2181000,946.1
2025-12-02,Jalandhar,Chikungunya,11,2,26,42.31,28.9,55.0,0.0,2181000,940.5
2025-12-03,Jalandhar,Chikungunya,19,4,42,45.24,29.8,45.6,0.0,2181000,1170.5
2025-12-04,Jalandhar,Chikungunya,19,4,64,29.69,27.8,61.7,0.0,2181000,945.7
2025-12-05,Jalandhar,Chikungunya,17,2,66,25.76,29.1,62.8,0.0,2181000,770.4
2025-12-06,Jalandhar,Chikungunya,16,2,39,41.03,27.6,62.3,0.0,2181000,853.6
2025-12-07,Jalandhar,Chikungunya,13,1,36,36.11,30.9,58.7,0.0,2181000,1021.3
2025-12-08,Jalandhar,Chikungunya,16,3,48,33.33,28.2,56.7,0.0,2181000,921.1
2025-12-09,Jalandhar,Chikungunya,18,2,50,36.0,29.8,55.7,2.5,2181000,1487.2
2025-12-10,Jalandhar,Chikungunya,17,1,36,47.22,32.3,61.5,2.1,2181000,1429.2
2025-12-11,Jalandhar,Chikungunya,17,3,74,22.97,30.7,69.8,1.6,2181000,1204.0
2025-12-12,Jalandhar,Chikungunya,14,3,52,26.92,32.3,65.5,0.0,2181000,1118.5
2025-12-13,Jalandhar,Chikungunya,21,2,81,25.93,29.6,62.8,0.0,2181000,1032.8
2025-12-14,Jalandhar,Chikungunya,17,2,63,26.98,30.6,61.1,0.0,2181000,1188.0
2025-12-15,Jalandhar,Chikungunya,23,5,89,25.84,31.6,63.0,0.8,2181000,1873.3
2025-12-16,Jalandhar,Chikungunya,19,2,70,27.14,33.3,58.3,0.6,2181000,772.4
2025-12-17,Jalandhar,Chikungunya,17,1,64,26.56,29.7,60.7,1.7,2181000,1985.6
2025-12-18,Jalandhar,Chikungunya,14,2,50,28.0,32.3,63.1,3.8,2181000,752.7
2025-12-19,Jalandhar,Chikungunya,11,1,42,26.19,29.2,58.2,5.4,2181000,728.4
2025-12-20,Jalandhar,Chikungunya,11,1,27,40.74,33.4,57.0,2.8,2181000,874.5
2025-12-21,Jalandhar,Chikungunya,23,4,66,34.85,28.4,66.5,0.0,2181000,1447.5
2025-12-22,Jalandhar,Chikungunya,20,2,90,22.22,33.8,71.3,4.2,2181000,840.1
2025-12-23,Jalandhar,Chikungunya,15,2,31,48.39,32.1,63.2,0.0,2181000,1542.6
2025-12-24,Jalandhar,Chikungunya,13,2,30,43.33,33.6,63.4,0.0,2181000,732.2
2025-12-25,Jalandhar,Chikungunya,18,2,38,47.37,32.6,72.2,5.4,2181000,1290.9
2025-12-26,Jalandhar,Chikungunya,16,2,75,21.33,31.9,66.2,0.0,2181000,1287.8
2025-12-27,Jalandhar,Chikungunya,19,2,89,21.35,32.9,59.3,3.7,2181000,1578.2
2025-12-28,Jalandhar,Chikungunya,16,2,37,43.24,33.2,60.8,0.7,2181000,776.9
2025-12-29,Jalandhar,Chikungunya,18,3,79,22.78,33.7,76.9,0.0,2181000,2025.4
2025-12-30,Jalandhar,Chikungunya,17,1,44,38.64,25.8,61.1,2.8,2181000,2714.3
2025-12-31,Jalandhar,Chikungunya,21,2,88,23.86,30.0,63.3,0.6,2181000,954.1
2026-01-01,Jalandhar,Chikungunya,23,5,100,23.0,32.4,65.6,0.0,2181000,1523.4
2026-01-02,Jalandhar,Chikungunya,16,3,72,22.22,33.3,66.2,0.0,2181000,1445.5
2026-01-03,Jalandhar,Chikungunya,21,4,83,25.3,34.0,58.7,0.0,2181000,1002.6
2026-01-04,Jalandhar,Chikungunya,22,5,72,30.56,31.5,77.7,0.0,2181000,765.3
2026-01-05,Jalandhar,Chikungunya,17,4,66,25.76,34.9,68.7,3.4,2181000,952.1
2026-01-06,Jalandhar,Chikungunya,21,4,84,25.0,33.4,64.8,0.0,2181000,1690.0
2026-01-07,Jalandhar,Chikungunya,24,3,97,24.74,32.5,61.5,0.0,2181000,1258.3
2026-01-08,Jalandhar,Chikungunya,19,1,88,21.59,32.9,62.8,1.2,2181000,1342.5
2026-01-09,Jalandhar,Chikungunya,20,2,48,41.67,33.9,69.5,2.1,2181000,1509.4
2026-01-10,Jalandhar,Chikungunya,24,4,61,39.34,34.5,71.9,0.0,2181000,1206.8
2026-01-11,Jalandhar,Chikungunya,21,3,102,20.59,32.0,71.1,0.0,2181000,1324.4
2026-01-12,Jalandhar,Chikungunya,15,2,43,34.88,33.8,66.6,0.0,2181000,962.0
2026-01-13,Jalandhar,Chikungunya,21,4,51,41.18,34.2,82.1,1.6,2181000,2548.0
2026-01-14,Jalandhar,Chikungunya,25,3,94,26.6,34.4,72.0,0.9,2181000,1127.3
2026-01-15,Jalandhar,Chikungunya,21,2,47,44.68,34.2,73.3,1.9,2181000,968.7
2026-01-16,Jalandhar,Chikungunya,17,1,48,35.42,35.9,66.2,0.0,2181000,2193.6
2026-01-17,Jalandhar,Chikungunya,23,4,56,41.07,34.2,74.6,0.6,2181000,2162.3
2026-01-18,Jalandhar,Chikungunya,25,5,81,30.86,32.2,71.8,2.4,2181000,2306.1
2026-01-19,Jalandhar,Chikungunya,17,3,46,36.96,32.2,67.5,4.7,2181000,1025.8
2026-01-20,Jalandhar,Chikungunya,21,2,66,31.82,35.2,84.4,0.0,2181000,1398.3
2026-01-21,Jalandhar,Chikungunya,17,3,44,38.64,36.7,75.1,5.6,2181000,783.5
2026-01-22,Jalandhar,Chikungunya,21,2,90,23.33,33.7,69.1,3.7,2181000,923.0
2026-01-23,Jalandhar,Chikungunya,20,4,95,21.05,34.5,68.1,0.0,2181000,917.8
2026-01-24,Jalandhar,Chikungunya,18,3,89,20.22,36.8,72.3,0.3,2181000,854.1
2026-01-25,Jalandhar,Chikungunya,21,5,72,29.17,33.4,80.5,0.0,2181000,988.9
2026-01-26,Jalandhar,Chikungunya,19,4,87,21.84,34.7,75.8,0.0,2181000,2584.2
2026-01-27,Jalandhar,Chikungunya,21,3,69,30.43,35.4,70.6,4.6,2181000,740.9
2026-01-28,Jalandhar,Chikungunya,25,6,70,35.71,33.3,71.1,0.0,2181000,923.1
2026-01-29,Jalandhar,Chikungunya,21,5,56,37.5,37.2,79.0,0.0,2181000,999.9
2026-01-30,Jalandhar,Chikungunya,21,2,99,21.21,32.0,79.0,1.0,2181000,1055.7
2026-01-31,Jalandhar,Chikungunya,19,4,72,26.39,35.2,72.4,2.8,2181000,1730.2
2026-02-01,Jalandhar,Chikungunya,20,3,77,25.97,33.8,83.9,5.0,2181000,748.0
2026-02-02,Jalandhar,Chikungunya,36,7,150,24.0,39.2,67.9,0.0,2181000,1717.6
2026-02-03,Jalandhar,Chikungunya,31,3,65,47.69,32.5,78.2,4.7,2181000,853.1
2026-02-04,Jalandhar,Chikungunya,41,5,130,31.54,33.0,82.4,2.3,2181000,1554.8
2026-02-05,Jalandhar,Chikungunya,44,7,199,22.11,34.2,71.2,0.0,2181000,1294.6
2026-02-06,Jalandhar,Chikungunya,50,8,207,24.15,34.6,78.0,2.6,2181000,2391.2
2026-02-07,Jalandhar,Chikungunya,75,7,246,30.49,30.8,77.2,1.2,2181000,843.7
2026-02-08,Jalandhar,Chikungunya,64,8,201,31.84,33.9,74.4,8.0,2181000,1046.2
2026-02-09,Jalandhar,Chikungunya,93,21,402,23.13,33.0,76.0,0.0,2181000,1789.8
2026-02-10,Jalandhar,Chikungunya,102,14,469,21.75,34.1,73.0,4.8,2181000,1140.9
2026-02-11,Jalandhar,Chikungunya,144,32,397,36.27,35.7,81.3,3.3,2181000,780.0
2026-02-12,Jalandhar,Chikungunya,134,32,566,23.67,33.2,88.2,0.6,2181000,1023.2
2026-02-13,Jalandhar,Chikungunya,113,15,266,42.48,35.3,72.8,3.5,2181000,1282.3
2026-02-14,Jalandhar,Chikungunya,111,23,513,21.64,32.4,77.8,2.8,2181000,2149.6
2026-02-15,Jalandhar,Chikungunya,115,17,356,32.3,31.5,79.4,5.0,2181000,1730.0
2026-02-16,Jalandhar,Chikungunya,150,20,664,22.59,34.8,81.5,0.0,2181000,2528.3
2026-02-17,Jalandhar,Chikungunya,101,20,296,34.12,36.5,87.1,2.6,2181000,1575.2
2026-02-18,Jalandhar,Chikungunya,64,8,161,39.75,35.0,79.3,9.8,2181000,835.4
2026-02-19,Jalandhar,Chikungunya,83,19,247,33.6,36.0,82.3,6.7,2181000,1685.0
2026-02-20,Jalandhar,Chikungunya,82,15,310,26.45,32.1,78.4,2.4,2181000,1128.3
2026-02-21,Jalandhar,Chikungunya,67,16,232,28.88,35.8,75.8,2.1,2181000,998.8
2026-02-22,Jalandhar,Chikungunya,49,9,115,42.61,34.8,90.5,4.8,2181000,931.8
2026-02-23,Jalandhar,Chikungunya,41,4,140,29.29,35.5,88.5,2.9,2181000,780.5
2026-02-24,Jalandhar,Chikungunya,46,10,93,49.46,35.9,82.9,1.8,2181000,1466.9
2026-02-25,Jalandhar,Chikungunya,25,4,73,34.25,32.6,77.2,6.5,2181000,890.7
2026-02-26,Jalandhar,Chikungunya,17,2,72,23.61,32.5,84.5,0.2,2181000,2418.5
2026-02-27,Jalandhar,Chikungunya,20,4,87,22.99,33.8,80.3,8.1,2181000,877.0
2026-02-28,Jalandhar,Chikungunya,21,5,78,26.92,34.4,72.5,3.6,2181000,1201.3
2026-03-01,Jalandhar,Chikungunya,20,4,97,20.62,36.4,82.4,2.7,2181000,1002.8
2026-03-02,Jalandhar,Chikungunya,20,2,58,34.48,33.1,76.2,0.4,2181000,1700.7
2026-03-03,Jalandhar,Chikungunya,14,3,56,25.0,32.9,85.3,2.2,2181000,2330.5
2026-03-04,Jalandhar,Chikungunya,22,3,93,23.66,34.3,77.3,3.1,2181000,1026.5
2026-03-05,Jalandhar,Chikungunya,17,2,83,20.48,31.7,81.0,2.5,2181000,2593.5
2026-03-06,Jalandhar,Chikungunya,19,3,94,20.21,34.6,91.6,6.4,2181000,1862.4
2026-03-07,Jalandhar,Chikungunya,22,5,74,29.73,32.7,72.0,3.0,2181000,980.9
2026-03-08,Jalandhar,Chikungunya,24,5,99,24.24,32.4,77.6,5.6,2181000,1536.3
2026-03-09,Jalandhar,Chikungunya,20,3,46,43.48,33.2,80.2,1.7,2181000,751.5
2026-03-10,Jalandhar,Chikungunya,19,2,62,30.65,35.4,80.2,4.5,2181000,801.6
2026-03-11,Jalandhar,Chikungunya,21,5,98,21.43,33.8,81.5,4.7,2181000,2014.0
2026-03-12,Jalandhar,Chikungunya,21,4,87,24.14,31.3,76.0,8.5,2181000,1341.7
2026-03-13,Jalandhar,Chikungunya,21,2,68,30.88,32.7,77.8,2.5,2181000,2275.1
2026-03-14,Jalandhar,Chikungunya,22,5,101,21.78,32.3,77.9,5.3,2181000,1032.7
2026-03-15,Jalandhar,Chikungunya,24,5,107,22.43,33.5,83.8,2.6,2181000,1869.3
2026-03-16,Jalandhar,Chikungunya,16,2,43,37.21,34.9,80.7,2.7,2181000,1308.4
2026-03-17,Jalandhar,Chikungunya,18,3,55,32.73,30.2,80.7,3.0,2181000,1697.8
2026-03-18,Jalandhar,Chikungunya,21,4,73,28.77,31.3,79.8,4.0,2181000,816.8
2026-03-19,Jalandhar,Chikungunya,21,4,63,33.33,31.4,77.0,3.5,2181000,891.7
2026-03-20,Jalandhar,Chikungunya,18,2,89,20.22,30.0,72.6,5.0,2181000,1972.6
2026-03-21,Jalandhar,Chikungunya,15,3,63,23.81,36.4,83.1,6.1,2181000,942.4
2026-03-22,Jalandhar,Chikungunya,21,3,98,21.43,30.8,85.2,2.1,2181000,2591.1
2026-03-23,Jalandhar,Chikungunya,18,3,42,42.86,29.2,76.6,6.2,2181000,1155.3
2026-03-24,Jalandhar,Chikungunya,22,4,56,39.29,29.9,78.8,3.2,2181000,1460.7
2026-03-25,Jalandhar,Chikungunya,25,3,98,25.51,30.5,80.7,7.3,2181000,1010.9
2026-03-26,Jalandhar,Chikungunya,27,5,113,23.89,32.6,80.4,0.0,2181000,1377.3
2026-03-27,Jalandhar,Chikungunya,19,2,71,26.76,37.1,79.8,5.0,2181000,837.9
2026-03-28,Jalandhar,Chikungunya,21,3,91,23.08,32.4,81.0,3.9,2181000,1578.4
2026-03-29,Jalandhar,Chikungunya,21,3,101,20.79,33.7,76.7,2.1,2181000,1581.7
2026-03-30,Jalandhar,Chikungunya,17,3,46,36.96,29.4,81.4,4.1,2181000,1493.5
2026-03-31,Jalandhar,Chikungunya,18,2,59,30.51,30.1,80.1,7.0,2181000,899.7
2026-04-01,Jalandhar,Chikungunya,22,5,58,37.93,32.6,82.1,4.5,2181000,858.1
2026-04-02,Jalandhar,Chikungunya,19,4,70,27.14,32.0,76.0,2.5,2181000,972.0
2026-04-03,Jalandhar,Chikungunya,22,3,90,24.44,32.2,76.3,0.0,2181000,936.4
2026-04-04,Jalandhar,Chikungunya,19,4,60,31.67,28.2,70.3,7.3,2181000,1414.9
2026-04-05,Jalandhar,Chikungunya,16,1,75,21.33,32.8,78.3,2.1,2181000,777.0
2026-04-06,Jalandhar,Chikungunya,16,3,46,34.78,30.5,74.2,6.4,2181000,2062.8
2026-04-07,Jalandhar,Chikungunya,22,3,82,26.83,31.3,82.4,6.1,2181000,1008.2
2026-04-08,Jalandhar,Chikungunya,15,1,39,38.46,30.8,77.9,6.3,2181000,959.8
2026-04-09,Jalandhar,Chikungunya,17,3,64,26.56,29.9,78.0,1.8,2181000,1230.1
2026-04-10,Jalandhar,Chikungunya,21,4,84,25.0,34.5,74.8,0.0,2181000,1742.2
2026-04-11,Jalandhar,Chikungunya,17,2,62,27.42,31.8,73.6,5.8,2181000,1538.9
2026-04-12,Jalandhar,Chikungunya,20,4,94,21.28,29.8,82.8,2.1,2181000,1570.8
2026-04-13,Jalandhar,Chikungunya,13,2,36,36.11,28.7,75.3,5.8,2181000,1006.7
2026-04-14,Jalandhar,Chikungunya,18,3,42,42.86,25.6,75.4,1.1,2181000,905.7
2026-04-15,Jalandhar,Chikungunya,16,3,50,32.0,28.1,81.3,0.2,2181000,886.1
2026-04-16,Jalandhar,Chikungunya,18,4,77,23.38,27.3,74.5,3.3,2181000,1709.6
2026-04-17,Jalandhar,Chikungunya,21,2,59,35.59,23.0,70.9,2.9,2181000,1194.7
2026-04-18,Jalandhar,Chikungunya,22,4,83,26.51,29.8,71.4,4.0,2181000,735.3
2026-04-19,Jalandhar,Chikungunya,13,3,55,23.64,30.3,71.8,3.8,2181000,1459.1
2026-04-20,Jalandhar,Chikungunya,15,2,51,29.41,27.3,75.7,7.6,2181000,940.1
2026-04-21,Jalandhar,Chikungunya,17,3,54,31.48,27.4,74.5,7.6,2181000,2569.2
2026-04-22,Jalandhar,Chikungunya,12,2,44,27.27,30.6,78.4,4.2,2181000,1387.1
2026-04-23,Jalandhar,Chikungunya,14,2,65,21.54,25.5,76.6,2.5,2181000,865.8
2026-04-24,Jalandhar,Chikungunya,18,3,46,39.13,27.8,73.2,0.0,2181000,737.0
2026-04-25,Jalandhar,Chikungunya,18,3,37,48.65,24.9,80.9,0.8,2181000,1406.6
2026-04-26,Jalandhar,Chikungunya,12,2,39,30.77,28.8,76.7,5.6,2181000,1674.4
2026-04-27,Jalandhar,Chikungunya,19,4,54,35.19,25.1,77.6,4.9,2181000,846.8
2026-04-28,Jalandhar,Chikungunya,11,1,22,50.0,27.5,71.0,2.9,2181000,962.6
2026-04-29,Jalandhar,Chikungunya,14,3,59,23.73,30.4,79.2,2.2,2181000,1415.4
2026-04-30,Jalandhar,Chikungunya,19,3,59,32.2,28.8,74.8,3.1,2181000,1022.1
2026-05-01,Jalandhar,Chikungunya,16,2,32,50.0,24.2,80.9,9.9,2181000,2632.8
2026-05-02,Jalandhar,Chikungunya,19,3,51,37.25,28.2,74.2,2.5,2181000,732.8
2026-05-03,Jalandhar,Chikungunya,17,1,49,34.69,25.0,64.0,6.9,2181000,1063.0
2026-05-04,Jalandhar,Chikungunya,21,4,55,38.18,24.6,72.4,5.6,2181000,1774.5
2026-05-05,Jalandhar,Chikungunya,17,1,48,35.42,27.1,76.0,6.4,2181000,1589.4
2026-05-06,Jalandhar,Chikungunya,14,3,63,22.22,25.6,74.6,3.4,2181000,784.3
2025-11-08,Jalandhar,Dengue,34,7,93,36.56,25.9,54.7,0.0,2181000,1331.1
2025-11-09,Jalandhar,Dengue,30,4,139,21.58,25.1,58.1,0.0,2181000,1197.3
2025-11-10,Jalandhar,Dengue,22,2,102,21.57,21.2,51.7,0.0,2181000,867.5
2025-11-11,Jalandhar,Dengue,29,4,93,31.18,26.7,46.3,0.0,2181000,932.7
2025-11-12,Jalandhar,Dengue,30,5,130,23.08,26.7,62.3,0.0,2181000,1420.5
2025-11-13,Jalandhar,Dengue,33,4,119,27.73,26.4,56.2,0.0,2181000,1349.3
2025-11-14,Jalandhar,Dengue,31,6,82,37.8,25.6,61.5,0.0,2181000,735.5
2025-11-15,Jalandhar,Dengue,19,2,68,27.94,27.1,54.8,0.0,2181000,1945.7
2025-11-16,Jalandhar,Dengue,17,3,39,43.59,30.4,56.2,0.0,2181000,858.0
2025-11-17,Jalandhar,Dengue,27,4,55,49.09,27.7,49.5,0.0,2181000,917.6
2025-11-18,Jalandhar,Dengue,24,5,116,20.69,27.1,51.9,0.0,2181000,1348.7
2025-11-19,Jalandhar,Dengue,33,4,95,34.74,26.0,55.9,0.0,2181000,2001.1
2025-11-20,Jalandhar,Dengue,27,5,128,21.09,24.6,51.4,0.0,2181000,1140.0
2025-11-21,Jalandhar,Dengue,28,5,81,34.57,23.9,66.8,0.0,2181000,1104.9
2025-11-22,Jalandhar,Dengue,25,3,118,21.19,29.7,46.7,0.0,2181000,815.2
2025-11-23,Jalandhar,Dengue,25,4,51,49.02,28.9,67.9,0.0,2181000,2329.3
2025-11-24,Jalandhar,Dengue,30,4,70,42.86,29.3,53.8,0.4,2181000,1243.3
2025-11-25,Jalandhar,Dengue,26,4,93,27.96,32.2,46.4,0.0,2181000,1233.9
2025-11-26,Jalandhar,Dengue,32,3,118,27.12,28.2,63.7,1.2,2181000,794.5
2025-11-27,Jalandhar,Dengue,32,5,158,20.25,28.1,55.0,0.0,2181000,1761.0
2025-11-28,Jalandhar,Dengue,29,6,81,35.8,28.2,62.1,0.6,2181000,2605.2
2025-11-29,Jalandhar,Dengue,34,5,147,23.13,30.8,56.6,0.0,2181000,898.4
2025-11-30,Jalandhar,Dengue,33,5,128,25.78,27.0,57.7,0.0,2181000,955.6
2025-12-01,Jalandhar,Dengue,27,4,113,23.89,29.9,55.4,0.0,2181000,745.9
2025-12-02,Jalandhar,Dengue,34,8,93,36.56,25.5,60.4,0.0,2181000,1167.1
2025-12-03,Jalandhar,Dengue,39,6,120,32.5,25.9,58.3,0.0,2181000,2605.0
2025-12-04,Jalandhar,Dengue,23,2,81,28.4,25.2,60.0,0.0,2181000,938.7
2025-12-05,Jalandhar,Dengue,17,3,55,30.91,31.8,61.5,0.7,2181000,930.7
2025-12-06,Jalandhar,Dengue,33,4,88,37.5,25.7,51.5,0.0,2181000,1371.7
2025-12-07,Jalandhar,Dengue,33,5,163,20.25,30.6,52.4,0.0,2181000,1035.4
2025-12-08,Jalandhar,Dengue,34,4,115,29.57,32.2,58.3,0.3,2181000,809.0
2025-12-09,Jalandhar,Dengue,32,4,119,26.89,34.1,60.6,1.0,2181000,2036.2
2025-12-10,Jalandhar,Dengue,29,4,68,42.65,32.4,65.2,0.0,2181000,1265.2
2025-12-11,Jalandhar,Dengue,28,6,106,26.42,29.7,54.5,2.1,2181000,2566.2
2025-12-12,Jalandhar,Dengue,25,4,81,30.86,30.9,63.7,0.0,2181000,791.0
2025-12-13,Jalandhar,Dengue,40,4,174,22.99,29.1,61.1,0.0,2181000,2257.6
2025-12-14,Jalandhar,Dengue,30,3,66,45.45,30.9,58.3,0.0,2181000,1743.1
2025-12-15,Jalandhar,Dengue,17,1,37,45.95,32.7,65.4,0.0,2181000,1595.9
2025-12-16,Jalandhar,Dengue,39,4,169,23.08,34.4,64.3,0.0,2181000,1362.8
2025-12-17,Jalandhar,Dengue,33,7,118,27.97,31.4,71.7,0.0,2181000,1132.8
2025-12-18,Jalandhar,Dengue,31,5,73,42.47,31.7,62.9,0.0,2181000,1144.5
2025-12-19,Jalandhar,Dengue,34,5,145,23.45,27.6,67.4,0.1,2181000,1167.7
2025-12-20,Jalandhar,Dengue,30,7,64,46.88,31.0,62.8,0.0,2181000,1231.8
2025-12-21,Jalandhar,Dengue,33,7,98,33.67,28.1,62.2,0.0,2181000,1038.1
2025-12-22,Jalandhar,Dengue,38,6,133,28.57,33.1,66.4,0.0,2181000,875.5
2025-12-23,Jalandhar,Dengue,28,4,106,26.42,34.6,62.3,0.0,2181000,727.1
2025-12-24,Jalandhar,Dengue,43,5,175,24.57,29.2,65.3,3.8,2181000,897.4
2025-12-25,Jalandhar,Dengue,40,8,172,23.26,30.6,59.5,0.0,2181000,961.2
